Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
10000,1.4189383,0.05135658914728682,36.72093023255814,-0.3476335,0.0517578125
20000,1.4196681,0.031839622641509434,41.7311320754717,-0.20347385,0.031839622641509434
30000,1.4184421,0.03102189781021898,37.03284671532847,-0.1401302,0.030797101449275364
40000,1.4197307,0.03347280334728033,40.58995815899581,-0.09140475,0.03375527426160337
50000,1.4194796,0.04081632653061224,39.077551020408166,-0.06084281,0.04048582995951417
60000,1.4196615,0.048327137546468404,35.69144981412639,-0.039264813,0.048327137546468404
70000,1.4202133,0.03188775510204082,47.515306122448976,-0.007671327,0.03188775510204082
80000,1.4211793,0.03761061946902655,46.97787610619469,-0.011290538,0.03333333333333333
90000,1.4218467,0.04017857142857143,38.10267857142857,-0.0016819105,0.04484304932735426
100000,1.4225804,0.034360189573459717,46.682464454976305,-0.0023811352,0.034360189573459717
110000,1.4239383,0.03587962962962963,48.523148148148145,-0.00054081815,0.03587962962962963
120000,1.4252106,0.02828054298642534,44.31674208144796,0.02989652,0.028026905829596414
130000,1.4265027,0.040123456790123455,39.111111111111114,0.047135133,0.040289256198347105
140000,1.4275916,0.03409090909090909,37.98106060606061,0.04054148,0.034220532319391636
150000,1.4286733,0.032,38.668,0.033605356,0.03187250996015936
160000,1.4283624,0.04328621908127209,33.45583038869258,0.036984418,0.04343971631205674
170000,1.4284295,0.039525691699604744,37.81422924901186,0.030343222,0.0392156862745098
180000,1.4301152,0.03634361233480176,41.480176211453745,0.016861143,0.03650442477876106
190000,1.4313941,0.047674418604651166,44.57674418604651,0.016770491,0.04302325581395349
200000,1.4310102,0.046442687747035576,39.201581027667984,0.010150689,0.046442687747035576
210000,1.4295492,0.04081632653061224,42.42857142857143,0.009102395,0.04568527918781726
220000,1.4282389,0.04473684210526316,53.84736842105263,0.0117154205,0.04365079365079365
230000,1.4277791,0.029535864978902954,41.25316455696203,0.020625152,0.03072033898305085
240000,1.4285469,0.05,45.530434782608694,0.020373331,0.04956896551724138
250000,1.4294726,0.03228782287822878,37.33210332103321,0.010048766,0.032407407407407406
260000,1.4291768,0.04849137931034483,40.32327586206897,0.026639234,0.04418103448275862
270000,1.4277381,0.050239234449760764,47.20095693779904,0.043878123,0.05476190476190476
280000,1.4273647,0.04181494661921708,34.04982206405694,0.039543524,0.042114695340501794
290000,1.4278817,0.03888888888888889,35.333333333333336,0.042145427,0.03860294117647059
300000,1.4277369,0.039361702127659576,38.00425531914894,0.019800529,0.039361702127659576
310000,1.4265988,0.02837837837837838,54.73513513513514,0.018630574,0.02837837837837838
320000,1.4252467,0.051470588235294115,55.50588235294118,0.017240716,0.051470588235294115
330000,1.4252368,0.054780876494023904,39.0,0.028172903,0.054
340000,1.4241334,0.04450261780104712,52.27225130890052,0.06490083,0.045572916666666664
350000,1.4223094,0.046296296296296294,47.550925925925924,0.077079795,0.046511627906976744
360000,1.4225978,0.05514705882352941,34.55514705882353,0.07049447,0.054945054945054944
370000,1.4225005,0.04288702928870293,38.32635983263598,0.06416844,0.04288702928870293
380000,1.4217272,0.04849137931034483,43.68103448275862,0.014114864,0.04891304347826087
390000,1.4224283,0.04752851711026616,37.58555133079848,0.0056788633,0.04716981132075472
400000,1.4216161,0.040160642570281124,38.11244979919679,0.031692117,0.040160642570281124
410000,1.4211726,0.041294642857142856,38.754464285714285,0.054347236,0.041294642857142856
