Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
10000,1.4189383,0.3943548387096774,30.967741935483872,-0.07214282,0.39624183006535946
20000,1.4186606,0.37672811059907835,43.45622119815668,0.09492323,0.3755707762557078
30000,1.4194523,0.4397233201581028,35.9604743083004,0.14107601,0.43823529411764706
40000,1.4201916,0.45394736842105265,37.77067669172932,0.20425361,0.4547169811320755
50000,1.4202951,0.4496124031007752,36.957364341085274,0.2517783,0.45251937984496127
60000,1.4201455,0.4383561643835616,41.0958904109589,0.28708696,0.4340909090909091
70000,1.4200574,0.5112781954887218,40.714285714285715,0.30555734,0.5112781954887218
80000,1.4192488,0.44276094276094274,31.265993265993266,0.3351213,0.4408783783783784
90000,1.4198383,0.4871541501976285,38.462450592885375,0.35985726,0.4891732283464567
100000,1.4204804,0.44771863117870725,36.09125475285171,0.36161262,0.4446564885496183
110000,1.420635,0.43645484949832775,33.69899665551839,0.35289842,0.43434343434343436
120000,1.4205006,0.46710526315789475,39.526315789473685,0.34700483,0.47489082969432317
130000,1.4202194,0.4599673202614379,33.294117647058826,0.34103364,0.4560260586319218
140000,1.4198827,0.4875,42.163636363636364,0.35508317,0.49095022624434387
150000,1.4197706,0.44719827586206895,42.4698275862069,0.36017963,0.4448051948051948
160000,1.4198421,0.48355263157894735,41.81578947368421,0.35121858,0.48580786026200873
170000,1.419947,0.41836734693877553,39.66938775510204,0.33147886,0.41598360655737704
180000,1.4190115,0.4827188940092166,44.105990783410135,0.32881406,0.48509174311926606
190000,1.4180894,0.5252192982456141,43.48684210526316,0.33246294,0.5232300884955752
200000,1.417826,0.4581589958158996,40.69456066945607,0.34651375,0.4605809128630705
210000,1.4179314,0.4740484429065744,31.269896193771626,0.3520022,0.4740484429065744
220000,1.4181054,0.48459715639810425,49.93838862559242,0.34094417,0.4868421052631579
230000,1.417243,0.4816326530612245,38.8,0.3506329,0.4797570850202429
240000,1.4161377,0.4575098814229249,39.205533596837945,0.35824677,0.4575098814229249
250000,1.4155507,0.49015748031496065,36.57086614173228,0.36040527,0.49015748031496065
260000,1.4143512,0.5379464285714286,45.004464285714285,0.370802,0.5379464285714286
270000,1.4133321,0.49744897959183676,48.64795918367347,0.3708312,0.4948453608247423
280000,1.413628,0.45426829268292684,37.33739837398374,0.3682209,0.4566532258064516
290000,1.4147793,0.5462555066079295,42.66519823788546,0.36639336,0.5442477876106194
300000,1.4154292,0.547566371681416,43.243362831858406,0.37167615,0.5495594713656388
310000,1.415425,0.5492610837438424,47.57142857142857,0.38234314,0.5472636815920398
320000,1.4143734,0.4777777777777778,51.172222222222224,0.3830705,0.4807692307692308
330000,1.4130809,0.6181318681318682,56.714285714285715,0.37265813,0.6181318681318682
340000,1.4119903,0.6325503355704698,62.651006711409394,0.38696885,0.6241496598639455
350000,1.4110504,0.5222513089005235,50.45026178010471,0.38910598,0.5327225130890052
360000,1.4092048,0.5666666666666667,48.19047619047619,0.37384993,0.5687203791469194
370000,1.4074357,0.6075268817204301,50.645161290322584,0.38785848,0.6
380000,1.4071978,0.5490196078431373,47.63725490196079,0.39567155,0.5509708737864077
390000,1.406866,0.525330396475771,46.12775330396476,0.39347896,0.5233333333333333
400000,1.4060097,0.569672131147541,39.94672131147541,0.38708213,0.5737704918032787
410000,1.4051708,0.5526905829596412,41.47982062780269,0.39139867,0.55
420000,1.4039414,0.6090909090909091,62.654545454545456,0.3935685,0.6134969325153374
430000,1.4030541,0.5450236966824644,41.66350710900474,0.38472018,0.5422535211267606
